13594	5000	50	70	1.0E-4	55.0
4	5000	50	70	1.0E-4	26.0
Media:5000	50	70	1.0E-4	34.84
1234	5000	50	70	1.0E-5	27.2
242359	5000	50	70	1.0E-5	25.0
986	5000	50	70	1.0E-5	42.4
5437	5000	50	70	1.0E-5	24.4
72463	5000	50	70	1.0E-5	34.8
97856	5000	50	70	1.0E-5	38.0
7105	5000	50	70	1.0E-5	28.8
3189	5000	50	70	1.0E-5	49.0
13594	5000	50	70	1.0E-5	54.0
4	5000	50	70	1.0E-5	27.6
Media:5000	50	70	1.0E-5	35.120000000000005
1234	5000	60	1	0.1	71.8
242359	5000	60	1	0.1	91.0
986	5000	60	1	0.1	54.0
5437	5000	60	1	0.1	102.6
72463	5000	60	1	0.1	58.0
97856	5000	60	1	0.1	85.6
7105	5000	60	1	0.1	72.0
3189	5000	60	1	0.1	96.0
13594	5000	60	1	0.1	81.0
4	5000	60	1	0.1	59.4
Media:5000	60	1	0.1	77.14
1234	5000	60	1	0.01	71.0
242359	5000	60	1	0.01	89.8
986	5000	60	1	0.01	54.0
5437	5000	60	1	0.01	99.6
72463	5000	60	1	0.01	58.0
97856	5000	60	1	0.01	85.8
7105	5000	60	1	0.01	72.0
3189	5000	60	1	0.01	96.0
13594	5000	60	1	0.01	81.0
4	5000	60	1	0.01	60.0
Media:5000	60	1	0.01	76.72
1234	5000	60	1	0.001	71.4
242359	5000	60	1	0.001	90.2
986	5000	60	1	0.001	52.8
5437	5000	60	1	0.001	100.8
72463	5000	60	1	0.001	57.8
97856	5000	60	1	0.001	85.6
7105	5000	60	1	0.001	70.8
3189	5000	60	1	0.001	96.0
13594	5000	60	1	0.001	81.0
4	5000	60	1	0.001	60.0
Media:5000	60	1	0.001	76.64
1234	5000	60	1	1.0E-4	71.0
242359	5000	60	1	1.0E-4	90.6
986	5000	60	1	1.0E-4	54.0
5437	5000	60	1	1.0E-4	103.2
72463	5000	60	1	1.0E-4	58.0
97856	5000	60	1	1.0E-4	85.6
7105	5000	60	1	1.0E-4	71.4
3189	5000	60	1	1.0E-4	96.0
13594	5000	60	1	1.0E-4	80.8
4	5000	60	1	1.0E-4	60.0
Media:5000	60	1	1.0E-4	77.05999999999999
1234	5000	60	1	1.0E-5	71.0
242359	5000	60	1	1.0E-5	90.4
986	5000	60	1	1.0E-5	53.8
5437	5000	60	1	1.0E-5	102.4
72463	5000	60	1	1.0E-5	57.0
97856	5000	60	1	1.0E-5	85.8
7105	5000	60	1	1.0E-5	71.8
3189	5000	60	1	1.0E-5	96.0
13594	5000	60	1	1.0E-5	81.0
4	5000	60	1	1.0E-5	59.6
Media:5000	60	1	1.0E-5	76.88000000000001
1234	5000	60	2	0.1	71.2
242359	5000	60	2	0.1	89.0
986	5000	60	2	0.1	54.0
5437	5000	60	2	0.1	99.2
72463	5000	60	2	0.1	58.0
97856	5000	60	2	0.1	83.4
7105	5000	60	2	0.1	72.0
3189	5000	60	2	0.1	92.8
13594	5000	60	2	0.1	81.0
4	5000	60	2	0.1	59.4
Media:5000	60	2	0.1	75.99999999999999
1234	5000	60	2	0.01	71.6
242359	5000	60	2	0.01	88.6
986	5000	60	2	0.01	53.6
5437	5000	60	2	0.01	101.2
72463	5000	60	2	0.01	58.0
97856	5000	60	2	0.01	85.6
7105	5000	60	2	0.01	71.4
3189	5000	60	2	0.01	95.8
13594	5000	60	2	0.01	81.0
4	5000	60	2	0.01	59.0
Media:5000	60	2	0.01	76.58
1234	5000	60	2	0.001	71.4
242359	5000	60	2	0.001	89.8
986	5000	60	2	0.001	52.0
5437	5000	60	2	0.001	102.2
72463	5000	60	2	0.001	57.8
97856	5000	60	2	0.001	85.4
7105	5000	60	2	0.001	70.2
3189	5000	60	2	0.001	95.2
13594	5000	60	2	0.001	81.0
4	5000	60	2	0.001	58.4
Media:5000	60	2	0.001	76.34
1234	5000	60	2	1.0E-4	69.2
242359	5000	60	2	1.0E-4	87.2
986	5000	60	2	1.0E-4	53.0
5437	5000	60	2	1.0E-4	100.2
72463	5000	60	2	1.0E-4	55.0
97856	5000	60	2	1.0E-4	83.2
7105	5000	60	2	1.0E-4	70.4
3189	5000	60	2	1.0E-4	94.4
13594	5000	60	2	1.0E-4	78.8
4	5000	60	2	1.0E-4	58.0
Media:5000	60	2	1.0E-4	74.94
1234	5000	60	2	1.0E-5	69.6
242359	5000	60	2	1.0E-5	86.4
986	5000	60	2	1.0E-5	51.8
5437	5000	60	2	1.0E-5	98.6
72463	5000	60	2	1.0E-5	53.8
97856	5000	60	2	1.0E-5	83.0
7105	5000	60	2	1.0E-5	68.6
3189	5000	60	2	1.0E-5	94.2
13594	5000	60	2	1.0E-5	80.8
4	5000	60	2	1.0E-5	55.4
Media:5000	60	2	1.0E-5	74.22
1234	5000	60	3	0.1	68.8
242359	5000	60	3	0.1	89.0
986	5000	60	3	0.1	52.8
5437	5000	60	3	0.1	101.0
72463	5000	60	3	0.1	56.8
97856	5000	60	3	0.1	84.8
7105	5000	60	3	0.1	68.0
3189	5000	60	3	0.1	93.2
13594	5000	60	3	0.1	81.0
4	5000	60	3	0.1	58.2
Media:5000	60	3	0.1	75.36000000000001
1234	5000	60	3	0.01	71.2
242359	5000	60	3	0.01	88.4
986	5000	60	3	0.01	52.6
5437	5000	60	3	0.01	97.4
72463	5000	60	3	0.01	57.0
97856	5000	60	3	0.01	86.0
7105	5000	60	3	0.01	69.6
3189	5000	60	3	0.01	96.0
13594	5000	60	3	0.01	81.0
4	5000	60	3	0.01	58.6
Media:5000	60	3	0.01	75.78
1234	5000	60	3	0.001	68.4
242359	5000	60	3	0.001	82.6
986	5000	60	3	0.001	51.0
5437	5000	60	3	0.001	98.8
72463	5000	60	3	0.001	56.4
97856	5000	60	3	0.001	83.4
7105	5000	60	3	0.001	68.8
3189	5000	60	3	0.001	92.4
13594	5000	60	3	0.001	79.4
4	5000	60	3	0.001	56.2
Media:5000	60	3	0.001	73.74000000000001
1234	5000	60	3	1.0E-4	67.2
242359	5000	60	3	1.0E-4	78.0
986	5000	60	3	1.0E-4	50.6
5437	5000	60	3	1.0E-4	93.0
72463	5000	60	3	1.0E-4	50.2
97856	5000	60	3	1.0E-4	77.6
7105	5000	60	3	1.0E-4	68.4
3189	5000	60	3	1.0E-4	83.0
13594	5000	60	3	1.0E-4	79.2
4	5000	60	3	1.0E-4	51.2
Media:5000	60	3	1.0E-4	69.84
1234	5000	60	3	1.0E-5	61.8
242359	5000	60	3	1.0E-5	74.8
986	5000	60	3	1.0E-5	51.6
5437	5000	60	3	1.0E-5	88.0
72463	5000	60	3	1.0E-5	52.6
97856	5000	60	3	1.0E-5	74.4
7105	5000	60	3	1.0E-5	62.4
3189	5000	60	3	1.0E-5	91.2
13594	5000	60	3	1.0E-5	73.0
4	5000	60	3	1.0E-5	48.0
Media:5000	60	3	1.0E-5	67.78
1234	5000	60	4	0.1	67.4
242359	5000	60	4	0.1	88.2
986	5000	60	4	0.1	52.4
5437	5000	60	4	0.1	97.0
72463	5000	60	4	0.1	56.4
97856	5000	60	4	0.1	84.4
7105	5000	60	4	0.1	68.4
3189	5000	60	4	0.1	93.0
13594	5000	60	4	0.1	77.4
4	5000	60	4	0.1	58.2
Media:5000	60	4	0.1	74.28
1234	5000	60	4	0.01	68.4
242359	5000	60	4	0.01	90.4
986	5000	60	4	0.01	52.8
5437	5000	60	4	0.01	101.6
72463	5000	60	4	0.01	55.4
97856	5000	60	4	0.01	85.0
7105	5000	60	4	0.01	68.6
3189	5000	60	4	0.01	94.4
13594	5000	60	4	0.01	79.2
4	5000	60	4	0.01	57.2
Media:5000	60	4	0.01	75.30000000000001
1234	5000	60	4	0.001	69.4
242359	5000	60	4	0.001	85.4
986	5000	60	4	0.001	53.2
5437	5000	60	4	0.001	93.6
72463	5000	60	4	0.001	50.0
97856	5000	60	4	0.001	82.4
7105	5000	60	4	0.001	61.4
3189	5000	60	4	0.001	91.4
13594	5000	60	4	0.001	78.2
4	5000	60	4	0.001	52.4
Media:5000	60	4	0.001	71.74
1234	5000	60	4	1.0E-4	53.2
242359	5000	60	4	1.0E-4	68.0
986	5000	60	4	1.0E-4	46.0
5437	5000	60	4	1.0E-4	81.2
72463	5000	60	4	1.0E-4	45.6
97856	5000	60	4	1.0E-4	69.4
7105	5000	60	4	1.0E-4	56.0
3189	5000	60	4	1.0E-4	86.8
13594	5000	60	4	1.0E-4	70.2
4	5000	60	4	1.0E-4	43.6
Media:5000	60	4	1.0E-4	62.0
1234	5000	60	4	1.0E-5	52.0
242359	5000	60	4	1.0E-5	75.2
986	5000	60	4	1.0E-5	50.0
5437	5000	60	4	1.0E-5	81.4
72463	5000	60	4	1.0E-5	48.6
97856	5000	60	4	1.0E-5	65.6
7105	5000	60	4	1.0E-5	53.6
3189	5000	60	4	1.0E-5	83.0
13594	5000	60	4	1.0E-5	62.8
4	5000	60	4	1.0E-5	40.8
Media:5000	60	4	1.0E-5	61.3
1234	5000	60	5	0.1	69.8
242359	5000	60	5	0.1	85.0
986	5000	60	5	0.1	52.0
5437	5000	60	5	0.1	101.8
72463	5000	60	5	0.1	53.8
97856	5000	60	5	0.1	85.6
7105	5000	60	5	0.1	69.2
3189	5000	60	5	0.1	95.2
13594	5000	60	5	0.1	76.4
4	5000	60	5	0.1	56.0
Media:5000	60	5	0.1	74.48
1234	5000	60	5	0.01	70.0
242359	5000	60	5	0.01	87.8
986	5000	60	5	0.01	51.6
5437	5000	60	5	0.01	96.0
72463	5000	60	5	0.01	53.8
97856	5000	60	5	0.01	81.8
7105	5000	60	5	0.01	71.4
3189	5000	60	5	0.01	94.2
13594	5000	60	5	0.01	81.0
4	5000	60	5	0.01	55.8
Media:5000	60	5	0.01	74.34
1234	5000	60	5	0.001	62.6
242359	5000	60	5	0.001	84.2
986	5000	60	5	0.001	51.2
5437	5000	60	5	0.001	93.4
72463	5000	60	5	0.001	45.0
97856	5000	60	5	0.001	74.0
7105	5000	60	5	0.001	62.4
3189	5000	60	5	0.001	91.0
13594	5000	60	5	0.001	76.2
4	5000	60	5	0.001	53.2
Media:5000	60	5	0.001	69.32000000000001
1234	5000	60	5	1.0E-4	45.4
242359	5000	60	5	1.0E-4	63.8
986	5000	60	5	1.0E-4	46.4
5437	5000	60	5	1.0E-4	68.0
72463	5000	60	5	1.0E-4	45.4
97856	5000	60	5	1.0E-4	64.6
7105	5000	60	5	1.0E-4	46.6
3189	5000	60	5	1.0E-4	77.8
13594	5000	60	5	1.0E-4	64.0
4	5000	60	5	1.0E-4	42.4
Media:5000	60	5	1.0E-4	56.44
1234	5000	60	5	1.0E-5	41.6
242359	5000	60	5	1.0E-5	67.2
986	5000	60	5	1.0E-5	51.2
5437	5000	60	5	1.0E-5	60.2
72463	5000	60	5	1.0E-5	45.0
97856	5000	60	5	1.0E-5	60.8
7105	5000	60	5	1.0E-5	49.6
3189	5000	60	5	1.0E-5	72.8
13594	5000	60	5	1.0E-5	63.0
4	5000	60	5	1.0E-5	40.6
Media:5000	60	5	1.0E-5	55.2
1234	5000	60	6	0.1	67.0
242359	5000	60	6	0.1	83.0
986	5000	60	6	0.1	50.0
5437	5000	60	6	0.1	97.6
72463	5000	60	6	0.1	49.2
97856	5000	60	6	0.1	84.6
7105	5000	60	6	0.1	70.0
3189	5000	60	6	0.1	92.2
13594	5000	60	6	0.1	81.0
4	5000	60	6	0.1	57.0
Media:5000	60	6	0.1	73.16
1234	5000	60	6	0.01	70.2
242359	5000	60	6	0.01	82.8
986	5000	60	6	0.01	48.4
5437	5000	60	6	0.01	94.8
72463	5000	60	6	0.01	52.8
97856	5000	60	6	0.01	81.6
7105	5000	60	6	0.01	66.0
3189	5000	60	6	0.01	88.8
13594	5000	60	6	0.01	78.8
4	5000	60	6	0.01	53.4
Media:5000	60	6	0.01	71.75999999999999
1234	5000	60	6	0.001	61.6
242359	5000	60	6	0.001	78.0
986	5000	60	6	0.001	48.6
5437	5000	60	6	0.001	96.0
72463	5000	60	6	0.001	49.4
97856	5000	60	6	0.001	72.0
7105	5000	60	6	0.001	59.8
3189	5000	60	6	0.001	85.8
13594	5000	60	6	0.001	66.0
4	5000	60	6	0.001	51.2
Media:5000	60	6	0.001	66.84
1234	5000	60	6	1.0E-4	43.4
242359	5000	60	6	1.0E-4	54.0
986	5000	60	6	1.0E-4	40.6
5437	5000	60	6	1.0E-4	58.8
72463	5000	60	6	1.0E-4	41.8
97856	5000	60	6	1.0E-4	57.6
7105	5000	60	6	1.0E-4	43.8
3189	5000	60	6	1.0E-4	69.6
13594	5000	60	6	1.0E-4	61.6
4	5000	60	6	1.0E-4	33.8
Media:5000	60	6	1.0E-4	50.50000000000001
1234	5000	60	6	1.0E-5	38.4
242359	5000	60	6	1.0E-5	57.4
986	5000	60	6	1.0E-5	45.0
5437	5000	60	6	1.0E-5	61.4
72463	5000	60	6	1.0E-5	46.8
97856	5000	60	6	1.0E-5	59.8
7105	5000	60	6	1.0E-5	39.6
3189	5000	60	6	1.0E-5	73.4
13594	5000	60	6	1.0E-5	60.8
4	5000	60	6	1.0E-5	32.6
Media:5000	60	6	1.0E-5	51.52
1234	5000	60	7	0.1	70.2
242359	5000	60	7	0.1	87.4
986	5000	60	7	0.1	51.2
5437	5000	60	7	0.1	96.4
72463	5000	60	7	0.1	50.6
97856	5000	60	7	0.1	78.6
7105	5000	60	7	0.1	66.8
3189	5000	60	7	0.1	89.4
13594	5000	60	7	0.1	80.4
4	5000	60	7	0.1	55.6
Media:5000	60	7	0.1	72.66000000000001
1234	5000	60	7	0.01	66.4
242359	5000	60	7	0.01	83.2
986	5000	60	7	0.01	49.4
5437	5000	60	7	0.01	96.8
72463	5000	60	7	0.01	51.2
97856	5000	60	7	0.01	84.0
7105	5000	60	7	0.01	66.2
3189	5000	60	7	0.01	91.8
13594	5000	60	7	0.01	79.0
4	5000	60	7	0.01	52.6
Media:5000	60	7	0.01	72.06
1234	5000	60	7	0.001	58.2
242359	5000	60	7	0.001	78.6
986	5000	60	7	0.001	46.8
5437	5000	60	7	0.001	82.2
72463	5000	60	7	0.001	33.8
97856	5000	60	7	0.001	71.8
7105	5000	60	7	0.001	56.8
3189	5000	60	7	0.001	92.0
13594	5000	60	7	0.001	67.8
4	5000	60	7	0.001	45.2
Media:5000	60	7	0.001	63.32000000000001
1234	5000	60	7	1.0E-4	39.2
242359	5000	60	7	1.0E-4	50.2
986	5000	60	7	1.0E-4	47.2
5437	5000	60	7	1.0E-4	57.0
72463	5000	60	7	1.0E-4	43.6
97856	5000	60	7	1.0E-4	54.6
7105	5000	60	7	1.0E-4	51.8
3189	5000	60	7	1.0E-4	66.0
13594	5000	60	7	1.0E-4	62.6
4	5000	60	7	1.0E-4	32.0
Media:5000	60	7	1.0E-4	50.42
1234	5000	60	7	1.0E-5	37.8
242359	5000	60	7	1.0E-5	52.8
986	5000	60	7	1.0E-5	45.0
5437	5000	60	7	1.0E-5	44.2
72463	5000	60	7	1.0E-5	40.2
97856	5000	60	7	1.0E-5	53.4
7105	5000	60	7	1.0E-5	46.6
3189	5000	60	7	1.0E-5	65.0
13594	5000	60	7	1.0E-5	63.6
4	5000	60	7	1.0E-5	39.0
Media:5000	60	7	1.0E-5	48.760000000000005
1234	5000	60	8	0.1	70.2
242359	5000	60	8	0.1	80.8
986	5000	60	8	0.1	48.0
5437	5000	60	8	0.1	96.0
72463	5000	60	8	0.1	52.2
97856	5000	60	8	0.1	82.4
7105	5000	60	8	0.1	67.8
3189	5000	60	8	0.1	90.4
13594	5000	60	8	0.1	79.8
4	5000	60	8	0.1	54.4
Media:5000	60	8	0.1	72.2
1234	5000	60	8	0.01	67.2
242359	5000	60	8	0.01	83.8
986	5000	60	8	0.01	53.4
5437	5000	60	8	0.01	95.0
72463	5000	60	8	0.01	52.8
97856	5000	60	8	0.01	77.0
7105	5000	60	8	0.01	61.0
3189	5000	60	8	0.01	89.4
13594	5000	60	8	0.01	77.8
4	5000	60	8	0.01	54.0
Media:5000	60	8	0.01	71.14
1234	5000	60	8	0.001	53.2
242359	5000	60	8	0.001	77.8
986	5000	60	8	0.001	45.0
5437	5000	60	8	0.001	78.4
72463	5000	60	8	0.001	41.6
97856	5000	60	8	0.001	66.0
7105	5000	60	8	0.001	52.8
3189	5000	60	8	0.001	81.6
13594	5000	60	8	0.001	63.2
4	5000	60	8	0.001	45.2
Media:5000	60	8	0.001	60.480000000000004
1234	5000	60	8	1.0E-4	40.0
242359	5000	60	8	1.0E-4	52.0
986	5000	60	8	1.0E-4	43.0
5437	5000	60	8	1.0E-4	58.0
72463	5000	60	8	1.0E-4	41.8
97856	5000	60	8	1.0E-4	49.6
7105	5000	60	8	1.0E-4	37.8
3189	5000	60	8	1.0E-4	60.2
13594	5000	60	8	1.0E-4	58.4
4	5000	60	8	1.0E-4	28.4
Media:5000	60	8	1.0E-4	46.92
1234	5000	60	8	1.0E-5	37.8
242359	5000	60	8	1.0E-5	40.2
986	5000	60	8	1.0E-5	47.4
5437	5000	60	8	1.0E-5	48.2
72463	5000	60	8	1.0E-5	47.2
97856	5000	60	8	1.0E-5	49.8
7105	5000	60	8	1.0E-5	39.4
3189	5000	60	8	1.0E-5	65.8
13594	5000	60	8	1.0E-5	60.4
4	5000	60	8	1.0E-5	29.4
Media:5000	60	8	1.0E-5	46.559999999999995
1234	5000	60	9	0.1	65.6
242359	5000	60	9	0.1	83.4
986	5000	60	9	0.1	48.4
5437	5000	60	9	0.1	99.4
72463	5000	60	9	0.1	52.4
97856	5000	60	9	0.1	84.0
7105	5000	60	9	0.1	65.8
3189	5000	60	9	0.1	88.6
13594	5000	60	9	0.1	76.4
4	5000	60	9	0.1	54.8
Media:5000	60	9	0.1	71.88
1234	5000	60	9	0.01	68.2
242359	5000	60	9	0.01	82.4
986	5000	60	9	0.01	49.8
5437	5000	60	9	0.01	95.0
72463	5000	60	9	0.01	47.4
97856	5000	60	9	0.01	74.0
7105	5000	60	9	0.01	66.6
3189	5000	60	9	0.01	88.2
13594	5000	60	9	0.01	74.2
4	5000	60	9	0.01	49.2
Media:5000	60	9	0.01	69.50000000000001
1234	5000	60	9	0.001	52.8
242359	5000	60	9	0.001	73.8
986	5000	60	9	0.001	44.4
5437	5000	60	9	0.001	83.6
72463	5000	60	9	0.001	41.2
97856	5000	60	9	0.001	67.4
7105	5000	60	9	0.001	45.8
3189	5000	60	9	0.001	76.8
13594	5000	60	9	0.001	63.8
4	5000	60	9	0.001	42.8
Media:5000	60	9	0.001	59.239999999999995
1234	5000	60	9	1.0E-4	35.6
242359	5000	60	9	1.0E-4	39.6
986	5000	60	9	1.0E-4	44.2
5437	5000	60	9	1.0E-4	48.8
72463	5000	60	9	1.0E-4	38.4
97856	5000	60	9	1.0E-4	47.0
7105	5000	60	9	1.0E-4	35.8
3189	5000	60	9	1.0E-4	56.0
13594	5000	60	9	1.0E-4	57.4
4	5000	60	9	1.0E-4	32.4
Media:5000	60	9	1.0E-4	43.519999999999996
1234	5000	60	9	1.0E-5	31.2
242359	5000	60	9	1.0E-5	35.6
986	5000	60	9	1.0E-5	45.6
5437	5000	60	9	1.0E-5	37.2
72463	5000	60	9	1.0E-5	38.0
97856	5000	60	9	1.0E-5	55.0
7105	5000	60	9	1.0E-5	32.6
3189	5000	60	9	1.0E-5	52.2
13594	5000	60	9	1.0E-5	56.6
4	5000	60	9	1.0E-5	30.8
Media:5000	60	9	1.0E-5	41.480000000000004
1234	5000	60	10	0.1	65.2
242359	5000	60	10	0.1	87.0
986	5000	60	10	0.1	46.6
5437	5000	60	10	0.1	95.2
72463	5000	60	10	0.1	52.4
97856	5000	60	10	0.1	80.0
7105	5000	60	10	0.1	65.6
3189	5000	60	10	0.1	91.0
13594	5000	60	10	0.1	78.2
4	5000	60	10	0.1	55.0
Media:5000	60	10	0.1	71.62
1234	5000	60	10	0.01	65.6
242359	5000	60	10	0.01	84.0
986	5000	60	10	0.01	46.0
5437	5000	60	10	0.01	87.8
72463	5000	60	10	0.01	48.2
97856	5000	60	10	0.01	80.4
7105	5000	60	10	0.01	62.2
3189	5000	60	10	0.01	88.6
13594	5000	60	10	0.01	72.6
4	5000	60	10	0.01	52.6
Media:5000	60	10	0.01	68.8
1234	5000	60	10	0.001	52.4
242359	5000	60	10	0.001	65.2
986	5000	60	10	0.001	44.6
5437	5000	60	10	0.001	88.2
72463	5000	60	10	0.001	42.6
97856	5000	60	10	0.001	59.2
7105	5000	60	10	0.001	50.6
3189	5000	60	10	0.001	74.6
13594	5000	60	10	0.001	60.0
4	5000	60	10	0.001	34.0
Media:5000	60	10	0.001	57.14
1234	5000	60	10	1.0E-4	34.2
242359	5000	60	10	1.0E-4	39.8
986	5000	60	10	1.0E-4	40.4
5437	5000	60	10	1.0E-4	39.8
72463	5000	60	10	1.0E-4	34.4
97856	5000	60	10	1.0E-4	45.8
7105	5000	60	10	1.0E-4	32.2
3189	5000	60	10	1.0E-4	54.2
13594	5000	60	10	1.0E-4	57.0
4	5000	60	10	1.0E-4	27.0
Media:5000	60	10	1.0E-4	40.48
1234	5000	60	10	1.0E-5	39.0
242359	5000	60	10	1.0E-5	41.8
986	5000	60	10	1.0E-5	46.8
5437	5000	60	10	1.0E-5	34.8
72463	5000	60	10	1.0E-5	39.6
97856	5000	60	10	1.0E-5	46.8
7105	5000	60	10	1.0E-5	35.4
3189	5000	60	10	1.0E-5	54.0
13594	5000	60	10	1.0E-5	57.2
4	5000	60	10	1.0E-5	31.4
Media:5000	60	10	1.0E-5	42.67999999999999
1234	5000	60	15	0.1	65.6
242359	5000	60	15	0.1	78.6
986	5000	60	15	0.1	46.0
5437	5000	60	15	0.1	97.0
72463	5000	60	15	0.1	51.2
97856	5000	60	15	0.1	75.4
7105	5000	60	15	0.1	64.2
3189	5000	60	15	0.1	88.6
13594	5000	60	15	0.1	73.8
4	5000	60	15	0.1	53.0
Media:5000	60	15	0.1	69.33999999999999
1234	5000	60	15	0.01	61.6
242359	5000	60	15	0.01	79.2
986	5000	60	15	0.01	44.6
5437	5000	60	15	0.01	92.2
72463	5000	60	15	0.01	48.8
97856	5000	60	15	0.01	74.4
7105	5000	60	15	0.01	59.6
3189	5000	60	15	0.01	85.8
13594	5000	60	15	0.01	65.4
4	5000	60	15	0.01	51.2
Media:5000	60	15	0.01	66.28
1234	5000	60	15	0.001	50.8
242359	5000	60	15	0.001	66.2
986	5000	60	15	0.001	39.4
5437	5000	60	15	0.001	75.4
72463	5000	60	15	0.001	44.4
97856	5000	60	15	0.001	55.0
7105	5000	60	15	0.001	53.2
3189	5000	60	15	0.001	71.0
13594	5000	60	15	0.001	57.2
4	5000	60	15	0.001	37.4
Media:5000	60	15	0.001	55.0
1234	5000	60	15	1.0E-4	31.0
242359	5000	60	15	1.0E-4	42.0
986	5000	60	15	1.0E-4	40.0
5437	5000	60	15	1.0E-4	34.4
72463	5000	60	15	1.0E-4	36.4
97856	5000	60	15	1.0E-4	44.4
7105	5000	60	15	1.0E-4	28.4
3189	5000	60	15	1.0E-4	50.8
13594	5000	60	15	1.0E-4	56.6
4	5000	60	15	1.0E-4	24.0
Media:5000	60	15	1.0E-4	38.800000000000004
1234	5000	60	15	1.0E-5	32.0
242359	5000	60	15	1.0E-5	31.2
986	5000	60	15	1.0E-5	45.6
5437	5000	60	15	1.0E-5	24.8
72463	5000	60	15	1.0E-5	40.8
97856	5000	60	15	1.0E-5	46.6
7105	5000	60	15	1.0E-5	33.0
3189	5000	60	15	1.0E-5	49.6
13594	5000	60	15	1.0E-5	55.0
4	5000	60	15	1.0E-5	24.0
Media:5000	60	15	1.0E-5	38.260000000000005
1234	5000	60	20	0.1	63.0
242359	5000	60	20	0.1	81.0
986	5000	60	20	0.1	43.8
5437	5000	60	20	0.1	93.6
72463	5000	60	20	0.1	47.4
97856	5000	60	20	0.1	70.4
7105	5000	60	20	0.1	62.4
3189	5000	60	20	0.1	75.2
13594	5000	60	20	0.1	70.2
4	5000	60	20	0.1	49.0
Media:5000	60	20	0.1	65.6
1234	5000	60	20	0.01	64.4
242359	5000	60	20	0.01	72.6
986	5000	60	20	0.01	44.2
5437	5000	60	20	0.01	90.2
72463	5000	60	20	0.01	48.2
97856	5000	60	20	0.01	77.2
7105	5000	60	20	0.01	56.0
3189	5000	60	20	0.01	84.0
13594	5000	60	20	0.01	64.8
4	5000	60	20	0.01	51.6
Media:5000	60	20	0.01	65.32
1234	5000	60	20	0.001	51.6
242359	5000	60	20	0.001	62.0
986	5000	60	20	0.001	41.0
5437	5000	60	20	0.001	60.8
72463	5000	60	20	0.001	36.8
97856	5000	60	20	0.001	55.0
7105	5000	60	20	0.001	45.4
3189	5000	60	20	0.001	64.4
13594	5000	60	20	0.001	56.4
4	5000	60	20	0.001	35.6
Media:5000	60	20	0.001	50.9
1234	5000	60	20	1.0E-4	31.0
242359	5000	60	20	1.0E-4	30.4
986	5000	60	20	1.0E-4	44.4
5437	5000	60	20	1.0E-4	34.4
72463	5000	60	20	1.0E-4	34.6
97856	5000	60	20	1.0E-4	37.8
7105	5000	60	20	1.0E-4	36.2
3189	5000	60	20	1.0E-4	48.0
13594	5000	60	20	1.0E-4	55.0
4	5000	60	20	1.0E-4	27.8
Media:5000	60	20	1.0E-4	37.959999999999994
1234	5000	60	20	1.0E-5	29.6
242359	5000	60	20	1.0E-5	26.8
986	5000	60	20	1.0E-5	43.0
5437	5000	60	20	1.0E-5	38.2
72463	5000	60	20	1.0E-5	40.0
97856	5000	60	20	1.0E-5	42.0
7105	5000	60	20	1.0E-5	33.2
3189	5000	60	20	1.0E-5	46.0
13594	5000	60	20	1.0E-5	56.2
4	5000	60	20	1.0E-5	27.8
Media:5000	60	20	1.0E-5	38.28
1234	5000	60	25	0.1	64.0
242359	5000	60	25	0.1	79.6
986	5000	60	25	0.1	45.6
5437	5000	60	25	0.1	96.6
72463	5000	60	25	0.1	46.4
97856	5000	60	25	0.1	69.8
7105	5000	60	25	0.1	59.2
3189	5000	60	25	0.1	89.8
13594	5000	60	25	0.1	73.0
4	5000	60	25	0.1	50.8
Media:5000	60	25	0.1	67.47999999999999
1234	5000	60	25	0.01	61.2
242359	5000	60	25	0.01	80.4
986	5000	60	25	0.01	47.2
5437	5000	60	25	0.01	88.0
72463	5000	60	25	0.01	44.4
97856	5000	60	25	0.01	72.0
7105	5000	60	25	0.01	59.6
3189	5000	60	25	0.01	81.6
13594	5000	60	25	0.01	66.4
4	5000	60	25	0.01	51.6
Media:5000	60	25	0.01	65.24
1234	5000	60	25	0.001	49.8
242359	5000	60	25	0.001	68.8
986	5000	60	25	0.001	47.4
5437	5000	60	25	0.001	63.2
72463	5000	60	25	0.001	35.8
97856	5000	60	25	0.001	52.4
7105	5000	60	25	0.001	38.0
3189	5000	60	25	0.001	55.6
13594	5000	60	25	0.001	53.0
4	5000	60	25	0.001	33.4
Media:5000	60	25	0.001	49.739999999999995
1234	5000	60	25	1.0E-4	29.4
242359	5000	60	25	1.0E-4	35.0
986	5000	60	25	1.0E-4	38.2
5437	5000	60	25	1.0E-4	32.2
72463	5000	60	25	1.0E-4	38.4
97856	5000	60	25	1.0E-4	44.4
7105	5000	60	25	1.0E-4	33.8
3189	5000	60	25	1.0E-4	44.0
13594	5000	60	25	1.0E-4	54.4
4	5000	60	25	1.0E-4	26.0
Media:5000	60	25	1.0E-4	37.58
1234	5000	60	25	1.0E-5	29.0
242359	5000	60	25	1.0E-5	28.8
986	5000	60	25	1.0E-5	39.4
5437	5000	60	25	1.0E-5	29.6
72463	5000	60	25	1.0E-5	33.6
97856	5000	60	25	1.0E-5	44.4
7105	5000	60	25	1.0E-5	26.2
3189	5000	60	25	1.0E-5	45.2
13594	5000	60	25	1.0E-5	54.0
4	5000	60	25	1.0E-5	28.0
Media:5000	60	25	1.0E-5	35.82
